date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:32	7808/7808	---M-Z	200	added ('OK')	text/html	etag:W/%22dc8aa0630801899ed7ee7369b98ea97b%22	https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/indexf9c4.html	(from )
20:56:32	2155/2155	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ef9a98fb9e2ad8a8018040b653b27557%22	https://website4023744.nicepage.io/robots.txt		(from )
20:56:37	108/108	---M-Z	200	added ('OK')	text/css	etag:W/%22eadc74056363f3dc2eb777ac4dbb7a5e%22	https://website4023744.nicepage.io/TEAMO.css	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/TEAMO.css	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:37	1386151/1386151	---MCZ	200	added ('OK')	text/css	etag:W/%223ce56c129992906e751a2313d0cbb45b%22	http://capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.css	C:/Users/jorda/OneDrive/Escritorio/Nachita/capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.css	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:43	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	http://capp.nicepage.com/assets/jquery-3.5.1.min.js	C:/Users/jorda/OneDrive/Escritorio/Nachita/capp.nicepage.com/assets/jquery-3.5.1.min.js	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:43	281437/281437	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2270e47f1a4679866cda6c5511151c6875%22	http://capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.js	C:/Users/jorda/OneDrive/Escritorio/Nachita/capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.js	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:43	746151/746151	---M-Z	200	added ('OK')	text/css	etag:W/%22b9c14f14b7599792f5511184de2d316e%22	https://website4023744.nicepage.io/nicepage-site.css	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/nicepage-site.css	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:43	187799/187799	---M--	200	added ('OK')	image/png	etag:%22aa9b0815def17954e245b88ce16ff78d%22	https://assets.nicepagecdn.com/d55a4beb/4023744/images/Pngtreecutegray-brownlittlemouseclipart_5701526.png	C:/Users/jorda/OneDrive/Escritorio/Nachita/assets.nicepagecdn.com/d55a4beb/4023744/images/Pngtreecutegray-brownlittlemouseclipart_5701526.png	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:43	7808/7808	---M-Z	200	added ('OK')	text/html	etag:W/%22dc8aa0630801899ed7ee7369b98ea97b%22	https://website4023744.nicepage.io/	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/index.html	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:44	7541/7541	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ef9a98fb9e2ad8a8018040b653b27557%22	https://website4023744.nicepage.io/blog/blog.html	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/blog/blog.6.delayed	(from https://website4023744.nicepage.io/?version=6c15ec31-960e-4238-b7e9-327cf28da180&uid=1fa16faf-4611-4714-91b2-528f42c38072)
20:56:45	7541/7541	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ef9a98fb9e2ad8a8018040b653b27557%22	https://website4023744.nicepage.io/Content/BundledScripts/	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/Content/BundledScripts/index.html	(from http://capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.js)
20:56:45	7541/7541	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ef9a98fb9e2ad8a8018040b653b27557%22	https://website4023744.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/Users/jorda/OneDrive/Escritorio/Nachita/website4023744.nicepage.io/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://capp.nicepage.com/2da30e5c652d509759c36b737b78368cdaee2bb8/nicepage.js)
